City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
608,Marsh Harbour,BS,77.38,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
612,Banmo,MM,81.57,few clouds,17.3,97.0167,နီလာ တည်းခိုခန်း
613,Sao Jose Do Rio Pardo,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
614,Ebolowa,CM,71.65,light rain,2.9,11.15,Florence Hotel Ebolowa
615,Rusape,ZW,60.82,overcast clouds,-18.5278,32.1284,Surrey Lodge
616,Concordia,AR,51.46,broken clouds,-54.8,-68.3,Albatross Hotel
619,Sharjah,AE,84.49,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
621,Sao Desiderio,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
623,Vila Velha,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
624,Hagere Selam,ET,50.7,moderate rain,6.4833,38.5167,Tigist Fire Pension
626,Shizunai,JP,59.47,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
628,Aitape,PG,81.81,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
631,Hervey Bay,AU,53.51,overcast clouds,-37.8333,140.7667,The Commodore
633,Abashiri,JP,59.47,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
635,Mana,GF,84.24,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
640,Arona,ES,57.83,clear sky,42.7762,-9.0603,Apartment Av. Castelao
643,Merauke,ID,75.38,moderate rain,-3.3667,135.4833,Hotel Nusantara I
644,Ribeira Brava,PT,59.41,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
645,Rio Gallegos,AR,51.46,broken clouds,-54.8,-68.3,Albatross Hotel
646,Newcastle,ZA,64.6,scattered clouds,-33.5906,26.891,The Halyards Hotel
647,Dzilam Gonzalez,MX,67.59,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
650,Ariquemes,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
651,Atherton,AU,53.51,overcast clouds,-37.8333,140.7667,The Commodore
652,Kimbe,PG,81.81,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
655,Tottori,JP,59.47,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
657,Kirakira,SB,81.73,light rain,-8.145,159.5921,Maringe Lagoon Lodge
659,Samandag,TR,56.86,overcast clouds,38.2059,37.1983,Sword Hotel
660,Tarauaca,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
661,Rio Grande,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
662,Conner,PH,77.11,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
667,Bocaiuva,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
673,Itaituba,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
675,Mount Isa,AU,53.51,overcast clouds,-37.8333,140.7667,The Commodore
677,Chiredzi,ZW,60.82,overcast clouds,-18.5278,32.1284,Surrey Lodge
680,Maceio,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
681,Bure,ET,50.7,moderate rain,6.4833,38.5167,Tigist Fire Pension
682,Maraa,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
683,Grand-Lahou,CI,76.93,overcast clouds,4.423,-7.3528,hotêl doufoulougou
687,Yarada,IN,83.34,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
688,Toulepleu,CI,76.93,overcast clouds,4.423,-7.3528,hotêl doufoulougou
689,Mazagao,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
691,Tefe,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
692,Zitlala,MX,67.59,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
693,Zaqatala,AZ,54.07,scattered clouds,41.6336,46.6433,Ag Bina Hotel & Spa
695,Port Blair,IN,83.34,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
696,Yeppoon,AU,53.51,overcast clouds,-37.8333,140.7667,The Commodore
697,Abalak,NE,88.43,broken clouds,13.3154,12.6113,ProDAF/Diffa
701,Swan Hill,AU,53.51,overcast clouds,-37.8333,140.7667,The Commodore
702,Envira,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
706,Aden,YE,61.45,scattered clouds,15.1718,44.3244,ملاطف ابوحورية
708,Kalmunai,LK,79.54,few clouds,8.5711,81.2335,Welcombe Hotel
710,Miri,MY,77.41,scattered clouds,3.1667,113.0333,900 Boutique INN
712,Caucaia,BR,67.5,overcast clouds,-30.1811,-50.2056,Hotel Castelo
715,Senanga,ZM,67.82,light rain,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
