City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Port Hardy,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
339,Chifeng,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
340,Santa Cruz,BO,-17.8,-63.1667,77.05,44,75,14.97,broken clouds
341,Manta,EC,-0.7393,-90.3518,78.76,88,72,9.95,light rain
342,Gornopravdinsk,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
343,Mahebourg,MU,-20.5167,57.5167,77.38,94,75,1.14,light rain
344,Gimli,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
345,Grand River South East,MU,-20.5167,57.5167,77.38,94,75,1.14,light rain
346,Cherskiy,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
347,Zhanaozen,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
348,Safaga,EG,26.557,31.6948,88.09,10,99,6.06,overcast clouds
349,Shingu,JP,35.1333,140.3,59.47,73,97,5.79,overcast clouds
350,Mormugao,IN,10.5669,72.642,83.34,74,59,4.88,broken clouds
351,Skibbereen,US,41.1415,-73.3579,51.75,36,99,13.0,overcast clouds
352,Wanaka,NZ,-46.6,168.3333,41.81,83,7,8.25,clear sky
353,Aykhal,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
354,Ocean Springs,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
355,Lerwick,GB,60.3964,-1.353,47.32,81,100,15.75,overcast clouds
356,Vadso,NO,70.3705,31.1107,35.58,93,75,11.5,light intensity drizzle
357,Husavik,IS,66.0449,-17.3389,40.51,98,100,2.15,light rain
358,Atar,MR,20.5169,-13.0499,88.0,11,100,5.06,overcast clouds
359,Villa Corzo,MX,30.4833,-115.95,67.59,60,6,20.27,clear sky
360,Visby,SE,57.6409,18.296,32.22,86,21,0.0,few clouds
361,Codrington,AU,-38.2667,141.9667,58.37,85,100,7.96,overcast clouds
362,Alekseyevsk,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
363,Kolo,PL,52.2002,18.6387,39.02,70,93,9.69,overcast clouds
364,Alta Gracia,AR,-54.8,-68.3,51.46,66,75,0.0,broken clouds
365,Hasaki,JP,35.1333,140.3,59.47,73,97,5.79,overcast clouds
366,Saint George,US,39.1834,-84.5333,52.88,43,100,5.99,overcast clouds
367,Salta,AR,-54.8,-68.3,51.46,66,75,0.0,broken clouds
368,Ransang,PH,18.4726,120.5763,77.11,81,98,12.93,overcast clouds
369,Royan,FR,47.3369,5.0089,52.41,37,0,6.91,clear sky
370,Assiniboia,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
371,Phibun Mangsahan,TH,15.2447,105.2291,78.78,86,100,1.43,overcast clouds
372,Tando Ghulam Ali,PK,31.3411,69.4481,71.46,23,84,0.38,broken clouds
373,Kuragino,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
374,Sobolevo,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
375,Sovetskaya Gavan,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
376,Los Llanos De Aridane,ES,42.7762,-9.0603,57.83,80,8,11.39,clear sky
377,San Cristobal,EC,-0.7393,-90.3518,78.76,88,72,9.95,light rain
378,Dukat,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
379,Carutapera,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
380,Villarrica,CL,-53.15,-70.9167,48.31,87,75,9.22,light rain
381,Shibetsu,JP,35.1333,140.3,59.47,73,97,5.79,overcast clouds
382,Turukhansk,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
383,Flinders,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
384,Atbasar,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
385,Veracruz,MX,30.4833,-115.95,67.59,60,6,20.27,clear sky
386,Tatarskaya Kargala,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
387,Hoopstad,ZA,-33.5906,26.891,64.6,82,26,7.72,scattered clouds
388,Timmins,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
389,Buala,SB,-8.145,159.5921,81.73,78,98,7.74,light rain
390,Manbij,SY,36.5281,37.9549,63.88,28,93,8.21,overcast clouds
391,Talnakh,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
392,Alugan,PH,18.4726,120.5763,77.11,81,98,12.93,overcast clouds
393,Curumani,CO,9.1999,-73.5427,86.5,65,63,4.14,broken clouds
394,Tsihombe,MG,-18.7667,46.0333,66.72,76,4,2.91,clear sky
395,Kiruna,SE,57.6409,18.296,32.22,86,21,0.0,few clouds
396,Paamiut,GL,65.6145,-37.6368,33.31,98,100,11.95,light snow
397,Esna,EG,26.557,31.6948,88.09,10,99,6.06,overcast clouds
398,Cap Malheureux,MU,-20.5167,57.5167,77.38,94,75,1.14,light rain
399,Almansa,ES,42.7762,-9.0603,57.83,80,8,11.39,clear sky
400,Kantemirovka,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
401,Van,TR,38.2059,37.1983,56.86,45,100,4.88,overcast clouds
402,Ust-Uda,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
403,Rocha,UY,-33.6971,-53.4616,64.83,68,100,8.23,overcast clouds
404,Maragogi,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
405,Cockburn Town,TC,21.4612,-71.1419,78.03,84,13,19.66,few clouds
406,Moses Lake,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
407,Ijaki,KI,3.0707,172.7902,81.52,74,12,12.35,few clouds
408,Ewo,CG,-0.8725,14.8206,77.77,80,95,1.03,light rain
409,Coquimbo,CL,-53.15,-70.9167,48.31,87,75,9.22,light rain
410,The Valley,AI,18.217,-63.0578,82.26,74,40,20.71,scattered clouds
411,Muravlenko,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
412,Dawei,MM,17.3,97.0167,81.57,78,20,0.4,few clouds
413,Akdepe,TM,41.1875,61.4036,60.51,44,100,16.8,overcast clouds
414,Pangnirtung,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
415,Tashtagol,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
416,Kenai,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
417,Sawtell,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
418,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.27,43,94,3.58,overcast clouds
419,Jizan,SA,29.9697,40.2064,74.77,13,0,9.1,clear sky
420,Mgandu,TZ,-5.95,34.1333,60.39,93,21,4.29,few clouds
421,Nguiu,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
422,Poronaysk,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
423,Koumac,NC,-20.2333,164.0167,78.08,67,87,7.07,overcast clouds
424,Haradok,BY,55.4624,29.9816,39.31,79,23,6.82,few clouds
425,Shache,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
426,Malakal,SD,13.6017,26.6876,87.35,16,21,9.69,few clouds
427,Ust-Ishim,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
428,Jutai,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
429,Galich,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
430,Beringovskiy,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
431,Gravina In Puglia,IT,40.8197,16.4228,53.55,58,100,19.13,overcast clouds
432,Sovetskiy,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
433,Okulovka,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
434,Sept-Iles,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
435,Sur,OM,17.0151,54.0924,79.63,85,18,2.19,few clouds
436,Prince Rupert,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
437,Berdigestyakh,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
438,Antofagasta,CL,-53.15,-70.9167,48.31,87,75,9.22,light rain
439,Porbandar,IN,10.5669,72.642,83.34,74,59,4.88,broken clouds
440,Lokosovo,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
441,Inhambane,MZ,-23.865,35.3833,72.82,91,100,6.31,moderate rain
442,Qaqortoq,GL,65.6145,-37.6368,33.31,98,100,11.95,light snow
443,Straumen,NO,70.3705,31.1107,35.58,93,75,11.5,light intensity drizzle
444,Sassandra,CI,4.423,-7.3528,76.93,84,100,2.19,overcast clouds
445,Tomatlan,MX,30.4833,-115.95,67.59,60,6,20.27,clear sky
446,Kijang,ID,-3.3667,135.4833,75.38,91,93,2.86,moderate rain
447,Botshabelo,ZA,-33.5906,26.891,64.6,82,26,7.72,scattered clouds
448,Bintulu,MY,3.1667,113.0333,77.41,100,40,0.0,scattered clouds
449,Mohanur,IN,10.5669,72.642,83.34,74,59,4.88,broken clouds
450,Jackson,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
451,Savalou,BJ,9.1992,2.2586,85.3,52,99,3.27,light rain
452,Tamiahua,MX,30.4833,-115.95,67.59,60,6,20.27,clear sky
453,Vallenar,CL,-53.15,-70.9167,48.31,87,75,9.22,light rain
454,Shieli,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
455,Umzimvubu,ZA,-33.5906,26.891,64.6,82,26,7.72,scattered clouds
456,Acuna,MX,30.4833,-115.95,67.59,60,6,20.27,clear sky
457,Mesyagutovo,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
458,Komsomolskiy,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
459,Nome,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
460,Sao Joao Da Barra,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
461,Nantucket,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
462,Huilong,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
463,Ballina,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
464,Marawi,SD,13.6017,26.6876,87.35,16,21,9.69,few clouds
465,Olafsvik,IS,66.0449,-17.3389,40.51,98,100,2.15,light rain
466,Makinsk,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
467,Healdsburg,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
468,Basi,IN,10.5669,72.642,83.34,74,59,4.88,broken clouds
469,Three Hills,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
470,Clinton,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
471,Felidhoo,MV,-0.6,73.0833,82.53,75,39,6.17,scattered clouds
472,Belmonte,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
473,Bela,PK,31.3411,69.4481,71.46,23,84,0.38,broken clouds
474,Kuopio,FI,61.4613,23.6323,36.9,90,0,1.14,clear sky
475,Niamey,NE,13.3154,12.6113,88.43,13,82,2.68,broken clouds
476,Antalaha,MG,-18.7667,46.0333,66.72,76,4,2.91,clear sky
477,Plettenberg Bay,ZA,-33.5906,26.891,64.6,82,26,7.72,scattered clouds
478,Ingham,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
479,Jiangyou,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
480,Basco,PH,18.4726,120.5763,77.11,81,98,12.93,overcast clouds
481,Makasar,ID,-3.3667,135.4833,75.38,91,93,2.86,moderate rain
482,Thompson,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
483,Barcelona,VE,10.6112,-66.8522,84.27,70,75,3.44,broken clouds
484,Quatre Cocos,MU,-20.5167,57.5167,77.38,94,75,1.14,light rain
485,Regina,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
486,Broken Hill,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
487,Karkaralinsk,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
488,Pella,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
489,Devils Lake,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
490,Chiang Klang,TH,15.2447,105.2291,78.78,86,100,1.43,overcast clouds
491,Ambilobe,MG,-18.7667,46.0333,66.72,76,4,2.91,clear sky
492,Pathalgaon,IN,10.5669,72.642,83.34,74,59,4.88,broken clouds
493,Vao,NC,-20.2333,164.0167,78.08,67,87,7.07,overcast clouds
494,Taoudenni,ML,12.7441,-8.0726,92.61,25,43,6.44,scattered clouds
495,Saint-Felicien,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
496,Huarmey,PE,-12.0432,-77.0282,66.38,62,75,5.75,broken clouds
497,Chikwawa,MW,-11.9,33.6,62.29,95,89,6.46,overcast clouds
498,Porto Novo,CV,15.1333,-23.2167,72.39,81,0,18.14,clear sky
499,Agadir,MA,29.5833,-9.5,74.95,23,100,2.08,overcast clouds
500,Ordu,TR,38.2059,37.1983,56.86,45,100,4.88,overcast clouds
501,Pascagoula,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
502,Madisonville,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
503,Blythe,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
504,Tucuma,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
505,Kasongo-Lunda,CD,-6.05,26.9167,70.86,93,74,2.98,broken clouds
506,Macau,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
507,Fairbanks,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
508,Arandis,NA,-22.116,14.2845,62.44,77,1,6.91,clear sky
509,Ozernovskiy,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
510,Dunedin,NZ,-46.6,168.3333,41.81,83,7,8.25,clear sky
511,Horsham,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
512,Ostrov,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
513,Pontes E Lacerda,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
514,Nkhotakota,MW,-11.9,33.6,62.29,95,89,6.46,overcast clouds
515,Jilin,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
516,Grafton,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
517,Toluviejo,CO,9.1999,-73.5427,86.5,65,63,4.14,broken clouds
518,Aswan,EG,26.557,31.6948,88.09,10,99,6.06,overcast clouds
519,Vostok,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
520,Havre-Saint-Pierre,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
521,Pangai,TO,-18.65,-173.9833,83.08,83,75,5.75,broken clouds
522,Kolpashevo,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
523,Preston,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
524,Pisco,PE,-12.0432,-77.0282,66.38,62,75,5.75,broken clouds
525,Asfi,MA,29.5833,-9.5,74.95,23,100,2.08,overcast clouds
526,La Rioja,AR,-54.8,-68.3,51.46,66,75,0.0,broken clouds
527,Kununurra,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
528,Bambanglipuro,ID,-3.3667,135.4833,75.38,91,93,2.86,moderate rain
529,Yenagoa,NG,10.5222,7.4383,75.18,80,100,9.1,moderate rain
530,Westport,NZ,-46.6,168.3333,41.81,83,7,8.25,clear sky
531,Port Hedland,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
532,Qasigiannguit,GL,65.6145,-37.6368,33.31,98,100,11.95,light snow
533,Namatanai,PG,-2.0226,147.2712,81.81,80,42,7.38,scattered clouds
534,Dickinson,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
535,Port Macquarie,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
536,Bolungarvik,IS,66.0449,-17.3389,40.51,98,100,2.15,light rain
537,Izalco,SV,13.7447,-89.6731,87.22,53,100,8.39,overcast clouds
538,Gejiu,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
539,Kayunga,UG,0.7025,32.8886,64.8,95,91,2.89,overcast clouds
540,Dakar,SN,12.485,-16.5469,77.18,71,5,14.07,clear sky
541,Aanekoski,FI,61.4613,23.6323,36.9,90,0,1.14,clear sky
542,Sol-Iletsk,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
543,Zambezi,ZM,-14.97,22.6814,67.82,90,86,4.74,light rain
544,Djambala,CG,-0.8725,14.8206,77.77,80,95,1.03,light rain
545,Coolum Beach,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
546,Biloela,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
547,Ossora,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
548,Beibei,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
549,San Mauro Torinese,IT,40.8197,16.4228,53.55,58,100,19.13,overcast clouds
550,Burns Lake,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
551,Kaitangata,NZ,-46.6,168.3333,41.81,83,7,8.25,clear sky
552,Revelstoke,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
553,Ust-Tsilma,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
554,Hofn,IS,66.0449,-17.3389,40.51,98,100,2.15,light rain
555,Berezovyy,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
556,Verkhoyansk,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
557,Derzhavinsk,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
558,Braedstrup,DK,55.9708,9.6085,44.08,67,9,4.47,clear sky
559,Joensuu,FI,61.4613,23.6323,36.9,90,0,1.14,clear sky
560,Tallahassee,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
561,Santa Maria Da Vitoria,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
562,Novyye Lyady,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
563,Bolshoye Selo,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
564,Vestmanna,FO,62.1564,-7.1664,45.52,93,100,9.22,overcast clouds
565,Tshela,CD,-6.05,26.9167,70.86,93,74,2.98,broken clouds
566,Vincennes,FR,47.3369,5.0089,52.41,37,0,6.91,clear sky
567,Qalyub,EG,26.557,31.6948,88.09,10,99,6.06,overcast clouds
568,Villazon,BO,-20.4597,-66.825,56.43,8,1,17.56,clear sky
569,Alcantara,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
570,Chumphon,TH,15.2447,105.2291,78.78,86,100,1.43,overcast clouds
571,Talaya,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
572,Marfino,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
573,Otuzco,PE,-12.0432,-77.0282,66.38,62,75,5.75,broken clouds
574,Mazamari,PE,-12.0432,-77.0282,66.38,62,75,5.75,broken clouds
575,Macaboboni,PH,18.4726,120.5763,77.11,81,98,12.93,overcast clouds
576,Freeport,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
577,Oster,UA,50.9506,30.8823,34.5,86,52,9.4,broken clouds
578,Ostrovskoye,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
579,Iquique,CL,-53.15,-70.9167,48.31,87,75,9.22,light rain
580,Guerrero Negro,MX,30.4833,-115.95,67.59,60,6,20.27,clear sky
581,Sayyan,YE,15.1718,44.3244,61.45,30,35,2.64,scattered clouds
582,Praia Da Vitoria,PT,37.7167,-25.4333,59.41,79,63,11.43,broken clouds
583,Komatipoort,ZA,-33.5906,26.891,64.6,82,26,7.72,scattered clouds
584,Kunzelsau,DE,49.2819,9.6889,48.15,49,2,3.44,clear sky
585,Belle Fourche,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
586,Venado Tuerto,AR,-54.8,-68.3,51.46,66,75,0.0,broken clouds
587,Urzhum,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
588,Kazalinsk,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
589,Yirol,SD,13.6017,26.6876,87.35,16,21,9.69,few clouds
590,Denpasar,ID,-3.3667,135.4833,75.38,91,93,2.86,moderate rain
591,Alice Springs,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
592,Marystown,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
593,Vestmannaeyjar,IS,66.0449,-17.3389,40.51,98,100,2.15,light rain
594,Mayo,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
595,Tuy Hoa,VN,16.0678,108.2208,75.18,88,20,0.0,few clouds
596,Victor Harbor,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
597,Chagda,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
598,Khonuu,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
599,Ahipara,NZ,-46.6,168.3333,41.81,83,7,8.25,clear sky
600,Khandyga,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
601,Waingapu,ID,-3.3667,135.4833,75.38,91,93,2.86,moderate rain
602,Asau,RO,46.4333,26.4,34.72,81,29,5.32,scattered clouds
603,Valparaiso,CL,-53.15,-70.9167,48.31,87,75,9.22,light rain
604,Hebi,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
605,Suluq,LY,29.0331,21.5482,66.24,58,97,16.4,overcast clouds
606,Floro,NO,70.3705,31.1107,35.58,93,75,11.5,light intensity drizzle
607,Marcona,PE,-12.0432,-77.0282,66.38,62,75,5.75,broken clouds
608,Marsh Harbour,BS,26.5412,-77.0636,77.38,74,47,12.8,scattered clouds
609,Beaverlodge,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
610,Vicuna,CL,-53.15,-70.9167,48.31,87,75,9.22,light rain
611,Khuzhir,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
612,Banmo,MM,17.3,97.0167,81.57,78,20,0.4,few clouds
613,Sao Jose Do Rio Pardo,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
614,Ebolowa,CM,2.9,11.15,71.65,98,100,2.15,light rain
615,Rusape,ZW,-18.5278,32.1284,60.82,93,96,5.97,overcast clouds
616,Concordia,AR,-54.8,-68.3,51.46,66,75,0.0,broken clouds
617,Zhuozhou,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
618,Bose,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
619,Sharjah,AE,25.3573,55.4033,84.49,42,0,11.5,clear sky
620,Serov,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
621,Sao Desiderio,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
622,Surgut,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
623,Vila Velha,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
624,Hagere Selam,ET,6.4833,38.5167,50.7,98,100,2.17,moderate rain
625,Niesky,DE,49.2819,9.6889,48.15,49,2,3.44,clear sky
626,Shizunai,JP,35.1333,140.3,59.47,73,97,5.79,overcast clouds
627,Yatou,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
628,Aitape,PG,-2.0226,147.2712,81.81,80,42,7.38,scattered clouds
629,Havelock,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
630,Ushtobe,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
631,Hervey Bay,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
632,Lethem,GY,3.3803,-59.7968,93.25,36,43,12.93,scattered clouds
633,Abashiri,JP,35.1333,140.3,59.47,73,97,5.79,overcast clouds
634,Petropavlovsk-Kamchatskiy,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
635,Mana,GF,4.9333,-52.3333,84.24,1,75,14.97,broken clouds
636,Tombouctou,ML,12.7441,-8.0726,92.61,25,43,6.44,scattered clouds
637,Georgiyevskoye,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
638,Gogrial,SD,13.6017,26.6876,87.35,16,21,9.69,few clouds
639,Hukuntsi,BW,-19.6667,22.2667,69.51,77,37,2.21,moderate rain
640,Arona,ES,42.7762,-9.0603,57.83,80,8,11.39,clear sky
641,Weinan,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
642,Haines Junction,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
643,Merauke,ID,-3.3667,135.4833,75.38,91,93,2.86,moderate rain
644,Ribeira Brava,PT,37.7167,-25.4333,59.41,79,63,11.43,broken clouds
645,Rio Gallegos,AR,-54.8,-68.3,51.46,66,75,0.0,broken clouds
646,Newcastle,ZA,-33.5906,26.891,64.6,82,26,7.72,scattered clouds
647,Dzilam Gonzalez,MX,30.4833,-115.95,67.59,60,6,20.27,clear sky
648,Horki,BY,55.4624,29.9816,39.31,79,23,6.82,few clouds
649,Aksu,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
650,Ariquemes,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
651,Atherton,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
652,Kimbe,PG,-2.0226,147.2712,81.81,80,42,7.38,scattered clouds
653,Fort-Shevchenko,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
654,Yuzhou,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
655,Tottori,JP,35.1333,140.3,59.47,73,97,5.79,overcast clouds
656,Algiers,MR,20.5022,-10.0711,81.93,12,17,11.25,few clouds
657,Kirakira,SB,-8.145,159.5921,81.73,78,98,7.74,light rain
658,Karabulak,KZ,48.5722,83.6542,48.99,31,45,4.65,scattered clouds
659,Samandag,TR,38.2059,37.1983,56.86,45,100,4.88,overcast clouds
660,Tarauaca,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
661,Rio Grande,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
662,Conner,PH,18.4726,120.5763,77.11,81,98,12.93,overcast clouds
663,Bilibino,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
664,Balkanabat,TM,41.1875,61.4036,60.51,44,100,16.8,overcast clouds
665,Salamanca,CL,-53.15,-70.9167,48.31,87,75,9.22,light rain
666,Doctor Pedro P. Pena,PY,-19.9309,-60.7718,73.27,43,94,3.58,overcast clouds
667,Bocaiuva,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
668,El Dorado,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
669,Tigil,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
670,Araouane,ML,12.7441,-8.0726,92.61,25,43,6.44,scattered clouds
671,Matagami,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
672,North Bend,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
673,Itaituba,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
674,Belyy Yar,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
675,Mount Isa,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
676,Dibaya,CD,-6.05,26.9167,70.86,93,74,2.98,broken clouds
677,Chiredzi,ZW,-18.5278,32.1284,60.82,93,96,5.97,overcast clouds
678,Nadym,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
679,Bagdarin,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
680,Maceio,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
681,Bure,ET,6.4833,38.5167,50.7,98,100,2.17,moderate rain
682,Maraa,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
683,Grand-Lahou,CI,4.423,-7.3528,76.93,84,100,2.19,overcast clouds
684,Fort Nelson,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
685,Iqaluit,CA,62.456,-114.3525,18.12,45,20,10.36,few clouds
